Valeurfonciere,Codepostal,Codedepartement,Surfacereellebati,Nombrepiecesprincipales,Typelocal_Appartement,Typelocal_Maison
566700.0,75011.0,75.0,50,2,1,0
95000.0,38210.0,38.0,118,4,1,0
453700.0,69580.0,69.0,117,5,0,1
244722.0,94300.0,94.0,26,1,1,0
391500.0,75017.0,75.0,34,1,1,0
680000.0,75007.0,75.0,48,3,1,0
100000.0,56360.0,56.0,29,2,0,1
581000.0,44100.0,44.0,137,5,1,0
164000.0,93130.0,93.0,47,2,1,0
90000.0,95300.0,95.0,36,1,1,0
113000.0,72000.0,72.0,54,3,1,0
141500.0,51200.0,51.0,56,2,1,0
189000.0,54130.0,54.0,46,2,1,0
280000.0,75020.0,75.0,32,2,1,0
153000.0,93240.0,93.0,73,4,1,0
249200.0,78160.0,78.0,70,3,1,0
706720.0,75011.0,75.0,65,3,1,0
870000.0,75016.0,75.0,86,3,1,0
58000.0,38860.0,38.0,29,2,1,0
169000.0,6220.0,6.0,45,2,1,0
380280.0,13001.0,13.0,84,3,1,0
114400.0,1200.0,1.0,69,3,1,0
64000.0,70000.0,70.0,64,3,1,0
110000.0,92150.0,92.0,18,1,1,0
227000.0,97354.0,973.0,40,3,0,1
172720.0,69100.0,69.0,75,3,1,0
602000.0,75006.0,75.0,37,2,1,0
2195000.0,75017.0,75.0,180,4,1,0
56000.0,38120.0,38.0,27,1,1,0
140000.0,24100.0,24.0,107,4,1,0
305000.0,14360.0,14.0,86,3,1,0
652000.0,6300.0,6.0,130,4,1,0
55000.0,77000.0,77.0,20,1,1,0
108254.0,3400.0,3.0,85,5,0,1
346000.0,75018.0,75.0,30,1,1,0
266960.0,1710.0,1.0,69,3,1,0
114400.0,13004.0,13.0,57,2,1,0
62000.0,83210.0,83.0,58,3,1,0
875000.0,75020.0,75.0,92,4,1,0
441700.0,75010.0,75.0,41,3,1,0
167630.0,83150.0,83.0,40,2,1,0
89100.0,34280.0,34.0,21,1,1,0
102900.0,26000.0,26.0,64,3,1,0
269064.0,75012.0,75.0,27,2,1,0
233250.0,93400.0,93.0,36,2,1,0
561000.0,75011.0,75.0,60,3,1,0
297000.0,93300.0,93.0,42,3,0,1
169500.0,83140.0,83.0,32,2,1,0
62000.0,34800.0,34.0,30,2,1,0
118000.0,34300.0,34.0,40,2,1,0
112500.0,77000.0,77.0,50,2,1,0
173700.0,51100.0,51.0,61,3,1,0
415700.0,6270.0,6.0,71,3,1,0
30000.0,13006.0,13.0,40,2,1,0
238510.0,92220.0,92.0,39,2,1,0
29000.0,64000.0,64.0,25,1,1,0
27000.0,91290.0,91.0,35,1,1,0
102000.0,51100.0,51.0,101,5,1,0
320850.0,92600.0,92.0,41,2,1,0
142000.0,77600.0,77.0,54,2,1,0
33000.0,4000.0,4.0,36,1,1,0
552700.0,13600.0,13.0,123,4,0,1
247144.0,94440.0,94.0,66,3,1,0
233000.0,6500.0,6.0,42,2,1,0
192000.0,95360.0,95.0,91,5,1,0
471600.0,75008.0,75.0,44,2,1,0
142450.0,77100.0,77.0,44,2,1,0
147500.0,34300.0,34.0,14,1,1,0
738000.0,92600.0,92.0,90,4,1,0
60000.0,54700.0,54.0,50,2,1,0
295900.0,69006.0,69.0,45,1,1,0
110900.0,30240.0,30.0,26,1,1,0
96030.0,33400.0,33.0,41,2,1,0
105500.0,42390.0,42.0,85,4,1,0
65000.0,94470.0,94.0,30,1,1,0
728500.0,75008.0,75.0,40,1,1,0
380000.0,33000.0,33.0,105,4,1,0
31000.0,62219.0,62.0,19,1,1,0
90000.0,22360.0,22.0,43,2,1,0
221000.0,92110.0,92.0,22,2,1,0
81995.0,34300.0,34.0,21,1,1,0
430000.0,69001.0,69.0,77,2,1,0
136500.0,77270.0,77.0,72,4,1,0
396466.0,92600.0,92.0,67,3,1,0
90000.0,2600.0,2.0,50,3,0,1
144000.0,45000.0,45.0,65,3,1,0
741488.0,75017.0,75.0,60,3,1,0
187000.0,6200.0,6.0,48,2,1,0
326500.0,75011.0,75.0,30,2,1,0
489090.0,94300.0,94.0,48,2,1,0
120000.0,25000.0,25.0,94,5,1,0
240000.0,83400.0,83.0,75,4,1,0
46890.0,4000.0,4.0,23,1,1,0
80000.0,95300.0,95.0,60,2,1,0
191500.0,33130.0,33.0,45,2,1,0
101800.0,6500.0,6.0,30,2,1,0
128700.0,54136.0,54.0,57,2,1,0
80800.0,63200.0,63.0,66,3,1,0
97000.0,13010.0,13.0,56,3,1,0
475000.0,75017.0,75.0,48,3,1,0
220000.0,91760.0,91.0,67,3,1,0
409000.0,92160.0,92.0,69,3,1,0
96000.0,60700.0,60.0,42,2,1,0
245000.0,94100.0,94.0,50,2,1,0
59000.0,51200.0,51.0,36,2,1,0
32000.0,54260.0,54.0,60,3,1,0
985000.0,75003.0,75.0,59,3,1,0
126000.0,91700.0,91.0,39,2,1,0
619900.0,83330.0,83.0,226,7,0,1
137000.0,85270.0,85.0,38,1,1,0
646000.0,94130.0,94.0,87,3,1,0
68000.0,62640.0,62.0,47,2,1,0
81650.0,59000.0,59.0,30,1,1,0
350000.0,94160.0,94.0,47,2,1,0
165900.0,64110.0,64.0,68,4,1,0
110000.0,2600.0,2.0,77,5,1,0
84500.0,91100.0,91.0,40,2,1,0
120000.0,92200.0,92.0,17,1,1,0
277000.0,78180.0,78.0,108,5,1,0
145000.0,93220.0,93.0,68,4,1,0
363000.0,95210.0,95.0,88,4,1,0
46000.0,13016.0,13.0,38,3,0,1
225000.0,69009.0,69.0,118,6,1,0
119000.0,13013.0,13.0,49,2,1,0
116500.0,85360.0,85.0,40,3,0,1
142500.0,30240.0,30.0,29,2,1,0
525000.0,75012.0,75.0,50,2,1,0
132000.0,13011.0,13.0,74,3,1,0
344850.0,69001.0,69.0,63,3,1,0
139000.0,77500.0,77.0,41,2,1,0
47500.0,51000.0,51.0,54,3,1,0
172000.0,49000.0,49.0,49,2,1,0
299000.0,92000.0,92.0,77,4,1,0
292000.0,69530.0,69.0,62,3,1,0
191500.0,94370.0,94.0,48,2,1,0
128000.0,97200.0,972.0,51,2,1,0
1950000.0,75016.0,75.0,135,4,1,0
736000.0,75010.0,75.0,95,4,1,0
64700.0,97233.0,972.0,24,2,1,0
339067.0,78000.0,78.0,42,3,1,0
330000.0,38500.0,38.0,27,1,1,0
203000.0,95290.0,95.0,54,3,1,0
135000.0,30260.0,30.0,108,4,0,1
158000.0,69600.0,69.0,34,2,1,0
45000.0,49400.0,49.0,29,1,1,0
69000.0,59800.0,59.0,18,1,1,0
184000.0,50100.0,50.0,124,5,1,0
165000.0,13830.0,13.0,67,3,1,0
1190000.0,75016.0,75.0,73,4,1,0
122000.0,33740.0,33.0,28,1,1,0
236000.0,93350.0,93.0,55,3,0,1
632000.0,92100.0,92.0,74,3,1,0
309000.0,69001.0,69.0,78,3,1,0
1043540.0,75013.0,75.0,85,3,1,0
449000.0,94000.0,94.0,72,4,1,0
155000.0,69250.0,69.0,48,2,1,0
578500.0,75015.0,75.0,53,2,1,0
510000.0,75020.0,75.0,58,2,1,0
246700.0,75018.0,75.0,21,1,1,0
792970.0,92400.0,92.0,84,4,1,0
148000.0,78340.0,78.0,53,2,1,0
289845.0,92600.0,92.0,38,2,1,0
365000.0,78630.0,78.0,115,4,0,1
1385300.0,75009.0,75.0,96,3,1,0
117880.0,60200.0,60.0,41,3,1,0
174800.0,69250.0,69.0,71,4,1,0
43000.0,91100.0,91.0,10,0,1,0
112000.0,41100.0,41.0,82,3,1,0
145000.0,91290.0,91.0,57,3,1,0
73909.0,14510.0,14.0,26,1,1,0
257000.0,13012.0,13.0,60,3,1,0
216210.0,20166.0,0.0,52,3,1,0
105000.0,77190.0,77.0,85,4,1,0
83000.0,13001.0,13.0,28,1,1,0
79900.0,30000.0,30.0,58,3,1,0
130000.0,41260.0,41.0,81,4,1,0
195000.0,97213.0,972.0,89,4,0,1
589250.0,92150.0,92.0,87,4,1,0
87000.0,71100.0,71.0,66,4,1,0
192000.0,14800.0,14.0,32,2,1,0
415000.0,69004.0,69.0,77,3,1,0
157000.0,77220.0,77.0,50,2,1,0
435000.0,92300.0,92.0,47,3,1,0
978700.0,75018.0,75.0,110,5,1,0
166000.0,20090.0,0.0,35,2,1,0
110000.0,35650.0,35.0,49,2,1,0
598000.0,75015.0,75.0,46,2,1,0
83500.0,47300.0,47.0,118,3,0,1
218900.0,13200.0,13.0,90,4,0,1
165000.0,95740.0,95.0,67,3,1,0
134000.0,44500.0,44.0,30,1,1,0
116000.0,91100.0,91.0,50,3,1,0
556300.0,75004.0,75.0,40,2,1,0
53000.0,33290.0,33.0,22,2,1,0
99300.0,49000.0,49.0,36,2,1,0
95000.0,11000.0,11.0,79,3,1,0
71300.0,54220.0,54.0,67,4,1,0
175000.0,93140.0,93.0,61,3,1,0
405000.0,77185.0,77.0,88,4,0,1
270000.0,69004.0,69.0,57,2,1,0
195000.0,83500.0,83.0,60,3,0,1
210000.0,95600.0,95.0,84,4,1,0
252000.0,93160.0,93.0,58,3,1,0
211500.0,35000.0,35.0,30,1,1,0
125000.0,13004.0,13.0,74,3,1,0
101000.0,40170.0,40.0,64,3,0,1
165000.0,91600.0,91.0,79,4,1,0
126600.0,78990.0,78.0,47,2,1,0
168000.0,95150.0,95.0,51,2,1,0
240000.0,13013.0,13.0,77,4,0,1
74000.0,25000.0,25.0,68,4,1,0
57000.0,84300.0,84.0,65,4,1,0
45500.0,72000.0,72.0,23,1,1,0
108000.0,14640.0,14.0,41,3,1,0
110000.0,6190.0,6.0,25,1,1,0
60000.0,49100.0,49.0,25,1,1,0
380000.0,92350.0,92.0,71,3,1,0
205000.0,77124.0,77.0,75,4,0,1
802000.0,75009.0,75.0,68,3,1,0
247200.0,94320.0,94.0,62,3,1,0
65000.0,59700.0,59.0,30,2,0,1
239050.0,83150.0,83.0,46,2,1,0
40000.0,27000.0,27.0,19,1,1,0
456550.0,75016.0,75.0,49,2,1,0
92000.0,30600.0,30.0,43,2,1,0
267250.0,75015.0,75.0,23,1,1,0
324500.0,75017.0,75.0,45,2,1,0
200000.0,95230.0,95.0,80,5,1,0
153000.0,94370.0,94.0,57,3,1,0
385800.0,78430.0,78.0,75,4,1,0
233400.0,5230.0,5.0,70,3,0,1
116500.0,42300.0,42.0,157,4,1,0
413000.0,6160.0,6.0,52,2,1,0
393000.0,94120.0,94.0,59,3,1,0
158000.0,59130.0,59.0,76,3,1,0
68000.0,44570.0,44.0,38,2,1,0
217000.0,78000.0,78.0,47,2,1,0
232000.0,94130.0,94.0,43,1,1,0
99800.0,38000.0,38.0,40,1,1,0
219000.0,40440.0,40.0,93,5,1,0
50000.0,56100.0,56.0,20,1,1,0
252000.0,6600.0,6.0,85,4,1,0
420000.0,92110.0,92.0,56,3,1,0
318950.0,93100.0,93.0,45,2,1,0
74045.0,83500.0,83.0,68,3,1,0
330264.0,93160.0,93.0,76,4,1,0
394350.0,92300.0,92.0,38,2,1,0
400000.0,93230.0,93.0,82,4,1,0
168000.0,95200.0,95.0,54,3,1,0
220000.0,69003.0,69.0,58,2,1,0
32000.0,71100.0,71.0,43,2,1,0
86000.0,40600.0,40.0,34,2,1,0
177000.0,78600.0,78.0,48,3,1,0
302600.0,94320.0,94.0,61,2,1,0
68500.0,83000.0,83.0,40,1,1,0
205000.0,74310.0,74.0,49,4,1,0
486000.0,6240.0,6.0,71,2,1,0
964725.0,75013.0,75.0,96,4,1,0
52000.0,82300.0,82.0,46,2,1,0
165000.0,75004.0,75.0,17,1,1,0
68750.0,30000.0,30.0,40,2,1,0
285000.0,49240.0,49.0,96,4,1,0
427500.0,75007.0,75.0,41,1,1,0
158000.0,6100.0,6.0,54,3,1,0
159000.0,30240.0,30.0,39,2,1,0
153000.0,31100.0,31.0,59,3,1,0
169000.0,75019.0,75.0,24,1,1,0
470000.0,94360.0,94.0,81,3,1,0
424000.0,94210.0,94.0,64,3,1,0
107600.0,6300.0,6.0,36,2,1,0
95000.0,94600.0,94.0,32,1,1,0
128000.0,30000.0,30.0,49,3,1,0
162360.0,33400.0,33.0,69,3,1,0
139000.0,33140.0,33.0,46,2,1,0
148050.0,91260.0,91.0,48,2,1,0
90000.0,69008.0,69.0,38,1,1,0
240000.0,69009.0,69.0,86,4,1,0
198000.0,95240.0,95.0,46,2,1,0
92000.0,29200.0,29.0,67,4,1,0
182000.0,91620.0,91.0,69,4,1,0
74890.0,19100.0,19.0,51,2,1,0
171200.0,91260.0,91.0,42,2,1,0
132000.0,78480.0,78.0,30,1,1,0
110600.0,1100.0,1.0,137,5,1,0
145000.0,44250.0,44.0,62,2,1,0
277000.0,94500.0,94.0,83,4,1,0
68000.0,14640.0,14.0,26,2,1,0
80000.0,41400.0,41.0,57,3,1,0
175500.0,91600.0,91.0,46,2,1,0
143000.0,94600.0,94.0,50,2,1,0
167300.0,38420.0,38.0,73,4,1,0
38500.0,50000.0,50.0,27,1,1,0
620000.0,93100.0,93.0,86,4,1,0
724150.0,75012.0,75.0,69,3,1,0
130000.0,13001.0,13.0,52,2,1,0
162000.0,33240.0,33.0,74,3,0,1
295670.0,92170.0,92.0,49,3,1,0
178000.0,77700.0,77.0,34,2,1,0
207200.0,94000.0,94.0,32,3,1,0
82925.0,44200.0,44.0,47,2,1,0
245000.0,56340.0,56.0,107,4,1,0
59000.0,85270.0,85.0,35,2,1,0
343000.0,91410.0,91.0,125,4,0,1
114200.0,83000.0,83.0,52,2,1,0
192000.0,38000.0,38.0,72,3,1,0
181300.0,75017.0,75.0,18,1,1,0
312000.0,91330.0,91.0,89,5,0,1
134000.0,38360.0,38.0,89,5,1,0
193000.0,95310.0,95.0,64,3,1,0
140100.0,94300.0,94.0,16,1,1,0
96000.0,93330.0,93.0,58,2,1,0
124000.0,76620.0,76.0,83,4,1,0
130000.0,35136.0,35.0,41,2,1,0
232500.0,75020.0,75.0,23,2,1,0
1162000.0,75017.0,75.0,99,6,1,0
160000.0,20144.0,0.0,32,2,0,1
410000.0,75015.0,75.0,32,2,1,0
194230.0,84100.0,84.0,85,5,0,1
270000.0,92140.0,92.0,44,2,1,0
83000.0,59000.0,59.0,32,2,1,0
192500.0,69510.0,69.0,54,3,1,0
84000.0,44600.0,44.0,47,2,1,0
288000.0,77600.0,77.0,73,4,1,0
244000.0,78240.0,78.0,75,3,1,0
463000.0,53000.0,53.0,151,5,1,0
354500.0,91460.0,91.0,99,5,0,1
50000.0,80200.0,80.0,39,1,1,0
234000.0,25000.0,25.0,100,5,0,1
212000.0,93260.0,93.0,21,1,1,0
89500.0,49100.0,49.0,38,2,1,0
172500.0,83130.0,83.0,65,4,1,0
54000.0,42190.0,42.0,106,4,1,0
883200.0,75016.0,75.0,79,4,1,0
189000.0,91260.0,91.0,54,3,1,0
155000.0,62152.0,62.0,31,1,1,0
69900.0,33780.0,33.0,18,2,1,0
195000.0,94110.0,94.0,32,2,1,0
21500.0,47300.0,47.0,28,1,1,0
98500.0,25000.0,25.0,68,3,1,0
262000.0,94130.0,94.0,46,2,1,0
273000.0,75018.0,75.0,22,1,1,0
146400.0,13004.0,13.0,60,3,1,0
442550.0,83150.0,83.0,63,3,1,0
97000.0,54200.0,54.0,95,3,1,0
80000.0,62000.0,62.0,65,3,1,0
90000.0,93370.0,93.0,39,2,1,0
748500.0,75018.0,75.0,73,3,1,0
55000.0,72000.0,72.0,51,2,1,0
177600.0,6110.0,6.0,75,3,1,0
680000.0,75018.0,75.0,51,2,1,0
73500.0,24000.0,24.0,68,4,1,0
230000.0,77500.0,77.0,78,3,1,0
879500.0,75017.0,75.0,73,4,1,0
140000.0,6270.0,6.0,25,1,1,0
105000.0,94600.0,94.0,60,3,1,0
589000.0,75017.0,75.0,49,3,1,0
121000.0,44600.0,44.0,40,2,1,0
294000.0,33120.0,33.0,48,2,1,0
600000.0,78530.0,78.0,90,3,0,1
192000.0,94300.0,94.0,19,1,1,0
525715.0,92600.0,92.0,71,3,1,0
1829700.0,75006.0,75.0,109,5,1,0
43000.0,80300.0,80.0,38,2,1,0
78500.0,77840.0,77.0,56,2,1,0
134200.0,91700.0,91.0,65,2,1,0
991000.0,75013.0,75.0,92,4,1,0
53000.0,34200.0,34.0,22,1,1,0
122000.0,83500.0,83.0,54,3,1,0
538900.0,92160.0,92.0,81,4,1,0
125000.0,44300.0,44.0,34,1,1,0
458700.0,69005.0,69.0,116,5,1,0
368000.0,38000.0,38.0,19,1,1,0
390000.0,92130.0,92.0,47,2,1,0
433450.0,75018.0,75.0,53,3,1,0
197830.0,75001.0,75.0,19,1,1,0
128400.0,39100.0,39.0,103,5,1,0
318900.0,75009.0,75.0,29,1,1,0
75000.0,78310.0,78.0,18,1,1,0
850000.0,94550.0,94.0,34,2,1,0
395000.0,75019.0,75.0,36,2,1,0
136250.0,49100.0,49.0,51,3,1,0
88650.0,83980.0,83.0,22,1,1,0
280000.0,80350.0,80.0,100,3,1,0
35000.0,26140.0,26.0,40,2,1,0
209750.0,69130.0,69.0,102,6,1,0
123250.0,44000.0,44.0,36,1,1,0
18090.0,80460.0,80.0,12,1,1,0
700000.0,75006.0,75.0,80,3,1,0
520000.0,14510.0,14.0,192,5,0,1
118000.0,93300.0,93.0,40,2,1,0
169000.0,92800.0,92.0,19,1,1,0
1156500.0,69005.0,69.0,142,7,0,1
158000.0,93800.0,93.0,63,3,1,0
205000.0,13007.0,13.0,37,2,1,0
235000.0,94510.0,94.0,66,4,0,1
78500.0,49000.0,49.0,20,1,1,0
96000.0,14800.0,14.0,43,1,1,0
100000.0,6450.0,6.0,45,1,1,0
335000.0,75018.0,75.0,69,4,1,0
370500.0,92150.0,92.0,42,2,1,0
94000.0,93250.0,93.0,25,2,1,0
95500.0,33500.0,33.0,40,2,1,0
172000.0,95870.0,95.0,47,2,1,0
62000.0,26200.0,26.0,40,1,1,0
317000.0,75012.0,75.0,30,2,1,0
480000.0,94100.0,94.0,81,3,1,0
60000.0,17430.0,17.0,66,4,1,0
151200.0,44100.0,44.0,48,2,1,0
160400.0,75019.0,75.0,23,1,1,0
170000.0,33600.0,33.0,50,2,1,0
77000.0,33680.0,33.0,31,2,1,0
44000.0,45100.0,45.0,34,1,1,0
285000.0,64500.0,64.0,29,1,1,0
30000.0,88100.0,88.0,69,3,1,0
156300.0,92100.0,92.0,19,1,1,0
230000.0,92150.0,92.0,41,2,1,0
80000.0,74700.0,74.0,54,2,1,0
52000.0,22220.0,22.0,45,2,1,0
370000.0,45000.0,45.0,104,3,1,0
135000.0,93370.0,93.0,41,2,1,0
125000.0,11210.0,11.0,57,3,1,0
371000.0,33140.0,33.0,89,4,0,1
49000.0,60160.0,60.0,35,1,1,0
595850.0,75017.0,75.0,65,3,1,0
295000.0,83136.0,83.0,120,5,0,1
306000.0,91200.0,91.0,91,4,1,0
88000.0,34140.0,34.0,72,3,1,0
875000.0,78000.0,78.0,103,3,1,0
314000.0,6800.0,6.0,91,3,1,0
67000.0,32000.0,32.0,57,2,1,0
430000.0,6570.0,6.0,121,4,1,0
245000.0,94110.0,94.0,44,2,1,0
511500.0,93100.0,93.0,61,3,1,0
209000.0,44200.0,44.0,86,4,1,0
176000.0,92230.0,92.0,69,4,1,0
776270.0,92120.0,92.0,90,4,1,0
40140.0,73210.0,73.0,13,1,1,0
143200.0,69009.0,69.0,46,2,1,0
170500.0,75010.0,75.0,12,1,1,0
148000.0,50400.0,50.0,66,3,1,0
205000.0,84140.0,84.0,110,5,0,1
92000.0,44800.0,44.0,94,5,1,0
30000.0,13011.0,13.0,40,1,1,0
228000.0,92130.0,92.0,38,2,1,0
80000.0,69100.0,69.0,35,2,1,0
326000.0,92100.0,92.0,44,2,1,0
113000.0,78110.0,78.0,17,1,1,0
103000.0,13011.0,13.0,32,1,1,0
90000.0,37300.0,37.0,48,2,1,0
238474.05,74350.0,74.0,44,2,1,0
152000.0,83210.0,83.0,76,3,1,0
175000.0,74400.0,74.0,29,2,1,0
39000.0,11000.0,11.0,45,2,1,0
122100.0,75011.0,75.0,18,1,1,0
187000.0,95800.0,95.0,55,3,1,0
296125.0,69100.0,69.0,74,3,1,0
257040.0,75009.0,75.0,36,2,1,0
90000.0,93300.0,93.0,23,1,1,0
260000.0,77176.0,77.0,117,5,0,1
180000.0,60500.0,60.0,48,3,1,0
77000.0,45740.0,45.0,55,3,1,0
50000.0,10000.0,10.0,55,2,1,0
626000.0,35000.0,35.0,40,2,1,0
263000.0,14360.0,14.0,54,2,1,0
168000.0,93190.0,93.0,79,4,1,0
220000.0,92150.0,92.0,24,1,1,0
595000.0,94300.0,94.0,50,5,1,0
35000.0,50430.0,50.0,40,2,1,0
58000.0,76540.0,76.0,30,2,1,0
180000.0,75018.0,75.0,35,1,1,0
525000.0,75019.0,75.0,77,3,1,0
126000.0,78500.0,78.0,55,2,1,0
1195000.0,75006.0,75.0,60,3,1,0
155000.0,77230.0,77.0,45,2,1,0
54900.0,60200.0,60.0,14,1,1,0
94000.0,37000.0,37.0,46,2,1,0
195000.0,33550.0,33.0,123,4,1,0
142000.0,34540.0,34.0,29,2,1,0
76000.0,61140.0,61.0,70,3,1,0
240000.0,92100.0,92.0,29,2,1,0
458000.0,75018.0,75.0,46,2,1,0
72000.0,33150.0,33.0,21,1,1,0
438800.0,94700.0,94.0,81,4,1,0
207500.0,94400.0,94.0,25,2,0,1
222000.0,94400.0,94.0,85,4,1,0
177000.0,69001.0,69.0,18,1,1,0
91000.0,49100.0,49.0,38,2,1,0
50000.0,6380.0,6.0,30,2,1,0
90000.0,51100.0,51.0,79,4,1,0
472000.0,44000.0,44.0,125,4,1,0
172000.0,74210.0,74.0,14,1,1,0
454650.0,78700.0,78.0,100,5,0,1
143000.0,66000.0,66.0,64,2,1,0
342000.0,75020.0,75.0,32,1,1,0
92000.0,45170.0,45.0,85,5,1,0
73000.0,13720.0,13.0,40,3,1,0
133000.0,59650.0,59.0,69,4,1,0
148257.2,94300.0,94.0,17,1,1,0
58000.0,45160.0,45.0,38,2,1,0
26000.0,50200.0,50.0,35,2,1,0
92000.0,54270.0,54.0,80,5,1,0
40000.0,4000.0,4.0,23,1,1,0
49000.0,30000.0,30.0,16,1,1,0
403000.0,69140.0,69.0,107,6,0,1
126000.0,10150.0,10.0,84,4,1,0
58300.0,59650.0,59.0,17,1,1,0
223000.0,78180.0,78.0,72,2,0,1
81795.0,33121.0,33.0,29,2,1,0
310000.0,64200.0,64.0,43,2,1,0
459000.0,6310.0,6.0,60,1,1,0
595600.0,1630.0,1.0,166,5,1,0
165000.0,91520.0,91.0,59,3,1,0
180000.0,35230.0,35.0,80,4,1,0
180500.0,83310.0,83.0,41,2,1,0
211000.0,77200.0,77.0,93,5,1,0
63000.0,83160.0,83.0,18,1,1,0
218000.0,26500.0,26.0,89,4,0,1
133000.0,40990.0,40.0,58,3,1,0
71000.0,50300.0,50.0,89,4,1,0
425580.0,75019.0,75.0,48,2,1,0
325000.0,69210.0,69.0,84,4,1,0
144990.0,49300.0,49.0,45,2,1,0
362620.0,75011.0,75.0,35,2,1,0
267750.0,38100.0,38.0,93,4,1,0
62000.0,14910.0,14.0,27,1,1,0
64000.0,72500.0,72.0,120,5,1,0
297000.0,33000.0,33.0,93,4,1,0
145000.0,38750.0,38.0,25,1,1,0
82000.0,40100.0,40.0,44,2,1,0
58000.0,10000.0,10.0,53,3,1,0
162000.0,94340.0,94.0,26,1,1,0
197000.0,6240.0,6.0,33,1,1,0
133000.0,91390.0,91.0,56,3,1,0
169000.0,94300.0,94.0,27,1,1,0
247200.0,77270.0,77.0,82,4,0,1
178000.0,93360.0,93.0,64,4,1,0
706000.0,75015.0,75.0,67,2,1,0
51585.0,30000.0,30.0,18,1,1,0
270000.0,33170.0,33.0,82,4,0,1
112000.0,13720.0,13.0,31,1,1,0
81500.0,88360.0,88.0,92,4,1,0
505000.0,1170.0,1.0,86,4,0,1
531000.0,69007.0,69.0,77,3,0,1
81300.0,6300.0,6.0,17,1,1,0
275000.0,74250.0,74.0,68,3,1,0
206050.0,91120.0,91.0,56,3,1,0
333550.0,69003.0,69.0,68,3,1,0
332000.0,6600.0,6.0,75,4,1,0
70000.0,84100.0,84.0,80,2,1,0
190000.0,13380.0,13.0,52,3,1,0
60500.0,59320.0,59.0,35,2,1,0
35000.0,18000.0,18.0,38,1,1,0
313000.0,92400.0,92.0,43,2,1,0
48000.0,36400.0,36.0,57,2,1,0
243810.0,93300.0,93.0,34,2,1,0
276930.0,75017.0,75.0,22,1,1,0
260000.0,75006.0,75.0,20,1,1,0
95000.0,69120.0,69.0,70,4,1,0
154610.0,95120.0,95.0,66,3,1,0
239900.0,75003.0,75.0,22,1,1,0
84663.0,19100.0,19.0,16,1,1,0
152000.0,95640.0,95.0,44,3,1,0
273000.0,75006.0,75.0,18,1,1,0
256500.0,13008.0,13.0,70,3,1,0
133000.0,75005.0,75.0,14,1,1,0
268000.0,94290.0,94.0,94,5,0,1
131000.0,60260.0,60.0,34,2,1,0
370000.0,92140.0,92.0,49,3,1,0
146450.0,77127.0,77.0,42,2,1,0
402000.0,17000.0,17.0,78,3,1,0
252500.0,75012.0,75.0,26,1,1,0
112500.0,60000.0,60.0,22,1,1,0
120000.0,95300.0,95.0,38,1,1,0
358000.0,77183.0,77.0,98,5,0,1
140000.0,35200.0,35.0,56,3,1,0
1185000.0,75011.0,75.0,94,3,1,0
170950.0,95130.0,95.0,69,4,1,0
129452.0,35800.0,35.0,66,2,1,0
738138.0,75008.0,75.0,52,2,1,0
855000.0,75015.0,75.0,58,4,1,0
82000.0,50100.0,50.0,68,1,1,0
341000.0,75009.0,75.0,33,2,1,0
32500.0,51160.0,51.0,31,2,1,0
269000.0,95180.0,95.0,77,4,0,1
174900.0,33170.0,33.0,48,2,1,0
105050.0,49000.0,49.0,36,1,1,0
298000.0,95550.0,95.0,71,4,1,0
134134.0,92150.0,92.0,46,2,1,0
986860.0,75009.0,75.0,75,4,1,0
415000.0,84000.0,84.0,110,3,1,0
275200.0,92100.0,92.0,34,2,1,0
413000.0,94700.0,94.0,62,3,1,0
138000.0,31500.0,31.0,54,3,1,0
546000.0,75015.0,75.0,50,2,1,0
124000.0,43000.0,43.0,86,4,1,0
220000.0,92260.0,92.0,51,3,1,0
620000.0,75004.0,75.0,52,2,1,0
37000.0,49300.0,49.0,21,1,1,0
156512.03,87500.0,87.0,70,3,1,0
238000.0,95110.0,95.0,64,3,1,0
76000.0,78955.0,78.0,18,1,1,0
275000.0,78000.0,78.0,51,2,1,0
106000.0,91100.0,91.0,54,3,1,0
260000.0,75010.0,75.0,27,1,1,0
39000.0,66100.0,66.0,40,2,1,0
106000.0,60180.0,60.0,77,4,1,0
219000.0,13007.0,13.0,25,1,1,0
72000.0,76190.0,76.0,48,2,1,0
221110.0,93360.0,93.0,58,3,1,0
235900.0,44500.0,44.0,34,2,1,0
28400.0,76800.0,76.0,54,2,1,0
138400.0,69500.0,69.0,53,1,1,0
256000.0,78240.0,78.0,75,3,1,0
454100.0,6550.0,6.0,119,5,0,1
50400.0,91100.0,91.0,14,1,1,0
256000.0,75015.0,75.0,26,1,1,0
138500.0,6300.0,6.0,25,2,1,0
48000.0,76380.0,76.0,77,4,1,0
133000.0,33000.0,33.0,30,1,1,0
490530.0,83110.0,83.0,89,4,0,1
71000.0,83200.0,83.0,30,2,1,0
311000.0,78480.0,78.0,77,4,1,0
82000.0,39100.0,39.0,40,1,1,0
166000.0,35000.0,35.0,61,3,1,0
51000.0,4800.0,4.0,18,1,1,0
64000.0,77130.0,77.0,34,1,1,0
333340.0,92130.0,92.0,46,2,1,0
185000.0,95360.0,95.0,59,3,1,0
259000.0,91270.0,91.0,86,5,0,1
575000.0,75013.0,75.0,57,3,1,0
425000.0,1210.0,1.0,101,4,0,1
134000.0,75017.0,75.0,13,1,1,0
